Year,Month,Day,Hour,Minute,Second,Latitude,Londitude,Height(m),sigma ,Flash No.
2013,8,1,10,4,50.254854,34.63859,136.17996,8697,4.10E-02,1097
2013,8,1,10,4,50.2566406,34.64974,136.12817,5188,6.19E-01,1097
2013,8,1,10,4,50.2581866,34.63384,136.15042,8214,1.36E-02,1097
2013,8,1,10,4,50.2582454,34.62241,136.14912,5621,2.77E-03,1097
2013,8,1,10,4,50.2585209,34.64196,136.15195,7781,2.61E-02,1097
2013,8,1,10,4,50.2588784,34.64854,136.13204,4073,4.62E-02,1097
2013,8,1,10,4,50.2737035,34.63423,136.06378,6580,1.55E+00,1097
2013,8,1,10,4,50.2737653,34.66156,136.18808,11193,3.18E-02,1097
2013,8,1,10,4,50.2738849,34.66564,136.10494,10026,4.41E-02,1097
2013,8,1,10,4,50.2740046,34.66754,136.14641,11057,1.16E+00,1097
2013,8,1,10,4,50.2740555,34.65158,136.13553,11990,1.22E-02,1097
2013,8,1,10,4,50.2756519,34.65217,136.14423,11592,2.47E+00,1097
2013,8,1,10,4,50.3050133,34.66503,136.18841,11841,1.14E+00,1097
2013,8,1,10,4,50.3051425,34.66562,135.99309,11004,4.82E-01,1097
2013,8,1,10,4,50.3307334,34.66747,136.02985,13796,5.49E+00,1097
2013,8,1,10,4,50.3307463,34.66311,136.20074,11548,1.04E-02,1097
2013,8,1,10,4,50.331231,34.65939,136.16789,7665,1.99E-01,1097
2013,8,1,10,4,50.3313602,34.63293,136.20473,7943,3.19E-02,1097
2013,8,1,10,4,50.3315339,34.65244,136.12717,11389,1.59E-04,1097
2013,8,1,10,4,50.3317205,34.63785,136.21113,6228,3.63E-02,1097
2013,8,1,10,4,50.3384584,34.63756,136.16863,7847,2.07E-02,1097
2013,8,1,10,4,50.3395999,34.66367,136.15036,8671,1.91E-04,1097
2013,8,1,10,4,50.3530106,34.67047,136.14536,5525,5.51E-03,1097
2013,8,1,10,4,50.3711214,34.63782,136.1723,8963,1.29E+00,1097
2013,8,1,10,4,50.371209,34.66675,136.21394,7124,1.93E-01,1097
2013,8,1,10,4,50.371417,34.66263,136.15832,3276,1.25E+00,1097
2013,8,1,10,4,50.371452,34.66082,136.18494,6449,7.15E-04,1097
2013,8,1,10,4,50.3737597,34.63763,136.16844,8360,1.14E-02,1097
2013,8,1,10,4,50.3779714,34.63612,136.18747,7529,1.52E+00,1097
2013,8,1,10,4,50.3920564,34.65082,136.18727,6458,3.30E-02,1097
2013,8,1,10,4,50.3949359,34.6371,136.15454,8392,6.40E-02,1097
2013,8,1,10,4,50.3953938,34.65773,136.18964,5070,4.39E-02,1097
2013,8,1,10,4,50.3957612,34.68061,136.20121,12085,5.88E-04,1097
2013,8,1,10,4,50.3960049,34.67322,136.17378,8333,3.12E-02,1097
2013,8,1,10,4,50.3963085,34.66421,136.13388,6882,5.67E-02,1097
2013,8,1,10,4,50.3966832,34.65459,136.1193,8388,2.17E-02,1097
2013,8,1,10,4,50.3978363,34.66823,136.22475,8496,2.52E-03,1097
2013,8,1,10,4,50.4120258,34.68475,136.19751,11004,1.20E-01,1097
2013,8,1,10,4,50.4133062,34.68708,136.19767,11072,8.59E-01,1097
2013,8,1,10,4,50.4169879,34.6591,136.22387,6659,6.07E-01,1097
2013,8,1,10,4,50.418483,34.6393,136.18097,6837,7.00E-06,1097
2013,8,1,10,4,50.4188955,34.68313,136.21421,11548,1.67E-02,1097
2013,8,1,10,4,50.4191066,34.68437,136.21859,11338,2.76E-02,1097
2013,8,1,10,4,50.4192715,34.68061,136.20121,12085,5.88E-04,1097
2013,8,1,10,4,50.4208177,34.68199,136.19532,11394,6.44E-01,1097
2013,8,1,10,4,50.4260993,34.65227,136.17166,7913,1.29E-01,1097
2013,8,1,10,4,50.4262427,34.68553,136.22822,10742,2.34E+00,1097
2013,8,1,10,4,50.4299613,34.63776,136.16853,7444,4.34E-03,1097
2013,8,1,10,4,50.4321022,34.68759,136.22791,11444,2.50E-02,1097
2013,8,1,10,4,50.4323008,34.68588,136.21897,10272,7.93E-03,1097
2013,8,1,10,4,50.4453574,34.63872,136.17402,6815,3.84E-02,1097
2013,8,1,10,4,50.4550591,34.69333,136.24866,11886,2.80E-03,1097
2013,8,1,10,4,50.4558881,34.68929,136.233,11807,3.46E-02,1097
2013,8,1,10,4,50.4609384,34.63872,136.17402,6815,3.84E-02,1097
2013,8,1,10,4,50.4669747,34.70147,136.23404,11030,1.15E-01,1097
2013,8,1,10,4,50.4716913,34.63656,136.18673,8875,1.38E-03,1097
2013,8,1,10,4,50.5387442,34.63576,136.25152,6962,9.64E-01,1097
2013,8,1,10,4,50.5584391,34.6744,136.23615,6962,2.80E+00,1097
2013,8,1,10,4,50.5604169,34.6654,136.14829,11023,1.43E+00,1097
2013,8,1,10,4,50.5605171,34.66375,136.14223,11389,2.39E-01,1097
2013,8,1,10,4,50.5605647,34.663,136.14302,11155,7.79E-01,1097
2013,8,1,10,4,50.5617859,34.69377,136.20346,7652,2.35E-01,1097
2013,8,1,10,4,50.5863045,34.67481,136.23158,7408,6.92E-01,1097
2013,8,1,10,4,50.6432784,34.63795,136.14988,9397,3.95E+00,1097
2013,8,1,10,4,50.6435184,34.65988,136.14023,11050,2.11E+00,1097
2013,8,1,10,4,50.6445659,34.70703,136.20805,7023,3.11E-01,1097
2013,8,1,10,4,50.6732159,34.71157,136.22978,6163,1.30E+00,1097
2013,8,1,10,4,50.7409943,34.71046,136.2398,6779,9.09E-01,1097
2013,8,1,10,4,55.0540487,34.6239,136.1553,11777,8.12E-01,1098
2013,8,1,10,4,55.0561846,34.62509,136.14141,11720,2.94E-01,1098
2013,8,1,10,4,55.0637824,34.62423,136.15539,11973,2.47E-01,1098
2013,8,1,10,4,55.0981535,34.60604,136.15038,9995,1.82E+00,1098
2013,8,1,10,4,55.1001488,34.6046,136.15165,10470,8.86E-01,1098
2013,8,1,10,4,55.1037902,34.60434,136.15244,10861,3.75E-01,1098
2013,8,1,10,4,55.1046067,34.60485,136.15236,10699,3.85E-01,1098
2013,8,1,10,4,55.1507899,34.62477,136.14394,12092,8.87E-01,1098
2013,8,1,10,4,55.1819485,34.62434,136.14703,11522,1.08E+00,1098
2013,8,1,10,4,55.1820059,34.62477,136.14394,12092,8.87E-01,1098
2013,8,1,10,5,9.4017997,35.01123,133.25199,12464,2.11E-01,1099
2013,8,1,10,5,9.4043012,35.04226,133.12765,15483,9.52E-02,1099
2013,8,1,10,5,11.9403959,34.66584,136.3067,5766,4.82E-02,1100
2013,8,1,10,5,11.940727,34.65917,136.14437,9130,2.78E-02,1100
2013,8,1,10,5,11.9409808,34.6666,136.26255,3981,1.12E-02,1100
2013,8,1,10,5,11.9411814,34.66623,136.2767,1416,3.41E-02,1100
2013,8,1,10,5,11.941221,34.66426,136.27943,5685,1.68E-02,1100
2013,8,1,10,5,11.9412524,34.66493,136.29825,5243,1.42E+00,1100
2013,8,1,10,5,11.9415212,34.66598,136.27641,4948,1.02E-04,1100
2013,8,1,10,5,11.9415955,34.67132,136.24375,4101,2.28E-02,1100
2013,8,1,10,5,11.9417045,34.66716,136.25312,1456,1.21E-01,1100
2013,8,1,10,5,11.9418428,34.67132,136.24375,4101,2.28E-02,1100
2013,8,1,10,5,11.9419671,34.6652,136.25894,3754,2.53E-01,1100
2013,8,1,10,5,11.9455252,34.66818,136.25548,4464,2.26E-01,1100
2013,8,1,10,5,11.9461014,34.66796,136.30211,3349,9.12E-01,1100
2013,8,1,10,5,12.0035287,34.67903,136.29082,5016,5.83E-01,1100
2013,8,1,10,5,12.1570607,34.67731,136.30718,6005,2.43E-01,1100
2013,8,1,10,5,12.1571126,34.6736,136.28847,2521,7.57E-02,1100
2013,8,1,10,5,12.1578292,34.67654,136.29032,6353,3.35E-02,1100
2013,8,1,10,5,12.1580534,34.67626,136.24108,6414,1.79E+00,1100
2013,8,1,10,5,12.1584606,34.67726,136.30618,6005,2.44E-01,1100
2013,8,1,10,5,12.1585259,34.67654,136.29032,6353,3.35E-02,1100
2013,8,1,10,5,12.1585782,34.68152,136.32954,5289,8.57E-01,1100
2013,8,1,10,5,12.1593296,34.68357,136.2953,2220,3.13E+00,1100
2013,8,1,10,5,12.1597538,34.67886,136.27245,5214,6.66E-01,1100
2013,8,1,10,5,12.1610162,34.64469,136.35937,6095,8.36E-01,1100
2013,8,1,10,5,12.173236,34.68903,136.36454,6169,2.08E-01,1100
2013,8,1,10,5,12.1736774,34.69358,136.30163,3098,1.34E+00,1100
2013,8,1,10,5,12.1761556,34.667,136.34934,6041,2.26E-01,1100
2013,8,1,10,5,12.1772903,34.66466,136.30026,5275,5.29E-02,1100
2013,8,1,10,5,12.1776713,34.70059,136.27032,4900,1.84E+00,1100
2013,8,1,10,5,12.1941279,34.67604,136.2271,3777,3.80E-02,1100
2013,8,1,10,5,12.1941892,34.70587,136.29145,4456,5.24E+00,1100
2013,8,1,10,5,12.1943713,34.70589,136.29613,5571,1.45E+00,1100
2013,8,1,10,5,12.2272204,34.66809,136.29857,4662,2.22E-01,1100
2013,8,1,10,5,12.2393899,34.66515,136.3318,5451,2.27E-01,1100
2013,8,1,10,5,12.2532576,34.70382,136.34476,4012,1.90E+00,1100
2013,8,1,10,5,12.2560627,34.65828,136.24287,5241,1.47E-01,1100
2013,8,1,10,5,12.2562831,34.63746,136.23066,6709,8.84E-01,1100
2013,8,1,10,5,12.4047293,34.71596,136.2085,7206,1.45E-01,1100
2013,8,1,10,5,12.4671517,34.65942,136.2474,8293,1.03E+00,1100
2013,8,1,10,5,12.4675678,34.67912,136.22015,5896,1.79E+00,1100
2013,8,1,10,5,12.4699063,34.68252,136.32367,5250,3.59E-01,1100
2013,8,1,10,5,12.4709325,34.66621,136.15954,6214,7.23E-02,1100
2013,8,1,10,5,12.4711299,34.66734,136.14941,7113,7.14E-03,1100
2013,8,1,10,5,12.4713313,34.63887,136.17471,6992,8.44E-02,1100
2013,8,1,10,5,12.4728378,34.67286,136.18179,6168,6.72E-01,1100
2013,8,1,10,5,12.4738105,34.66621,136.15954,6214,7.23E-02,1100
2013,8,1,10,5,12.4772791,34.70894,136.17194,4477,8.93E-03,1100
2013,8,1,10,5,12.4879987,34.73841,136.27538,5122,7.62E-01,1100
2013,8,1,10,5,12.4881493,34.73897,136.29405,7288,1.05E+00,1100
2013,8,1,10,5,12.4886413,34.73784,136.27669,1331,5.08E-02,1100
2013,8,1,10,5,12.488793,34.73999,136.29767,5993,1.03E+00,1100
2013,8,1,10,5,12.4888353,34.73914,136.28163,6104,1.14E+00,1100
2013,8,1,10,5,12.4891238,34.73921,136.2547,9004,2.20E+00,1100
2013,8,1,10,5,12.4891759,34.73506,136.27901,6977,7.83E-01,1100
2013,8,1,10,5,12.4893849,34.66598,136.30128,6159,1.62E-02,1100
2013,8,1,10,5,12.4895541,34.73734,136.33596,7892,3.83E-02,1100
2013,8,1,10,5,12.4896134,34.73917,136.31753,6153,1.09E-01,1100
2013,8,1,10,5,12.4897642,34.74035,136.32055,6570,2.90E-01,1100
2013,8,1,10,5,12.4899041,34.73655,136.27656,2246,2.72E+00,1100
2013,8,1,10,5,12.4910277,34.73402,136.29322,2438,1.60E-02,1100
2013,8,1,10,5,12.4911752,34.66586,136.18188,7425,2.34E-01,1100
2013,8,1,10,5,12.4912737,34.73636,136.31959,6708,7.12E-02,1100
2013,8,1,10,5,12.4915887,34.73222,136.27857,4629,5.43E-01,1100
2013,8,1,10,5,12.4916169,34.73525,136.31329,5364,4.32E-02,1100
2013,8,1,10,5,12.491721,34.73402,136.29322,2438,1.60E-02,1100
2013,8,1,10,5,12.4919767,34.73704,136.31936,4573,1.38E-01,1100
2013,8,1,10,5,12.492066,34.73568,136.34656,7344,4.36E-03,1100
2013,8,1,10,5,12.4924483,34.73762,136.37222,6230,8.71E-01,1100
2013,8,1,10,5,12.492548,34.73217,136.30186,4832,1.20E-01,1100
2013,8,1,10,5,12.4926062,34.73585,136.30086,1372,1.20E-01,1100
2013,8,1,10,5,12.492665,34.73249,136.2938,5246,2.24E-01,1100
2013,8,1,10,5,12.4929245,34.73696,136.3119,6736,1.49E+00,1100
2013,8,1,10,5,12.4934581,34.72976,136.3155,6420,7.73E-01,1100
2013,8,1,10,5,12.4936747,34.73589,136.32437,5949,1.94E+00,1100
2013,8,1,10,5,12.4957136,34.73579,136.32017,6420,3.75E-01,1100
2013,8,1,10,5,12.5157573,34.70593,136.32889,7804,9.13E-01,1100
2013,8,1,10,5,12.5413032,34.66598,136.30128,6159,1.62E-02,1100
2013,8,1,10,5,26.4920532,34.63109,136.15952,11260,2.38E-03,1101
2013,8,1,10,5,26.4925193,34.63569,136.16832,11298,7.51E-02,1101
2013,8,1,10,5,26.4934376,34.63184,136.16228,11517,2.87E-02,1101
2013,8,1,10,5,26.5328746,34.63519,136.15625,11665,4.04E-01,1101
2013,8,1,10,5,26.5360438,34.63641,136.17541,12269,1.08E-02,1101
2013,8,1,10,5,26.5514125,34.64467,136.15629,12442,2.10E-01,1101
2013,8,1,10,5,26.5547082,34.62621,136.14776,9852,1.28E-01,1101
2013,8,1,10,5,26.5712103,34.60842,136.13989,9713,3.58E-02,1101
2013,8,1,10,5,26.5712532,34.60672,136.14531,10151,1.74E-02,1101
2013,8,1,10,5,26.590662,34.62999,136.16481,10973,2.01E-01,1101
2013,8,1,10,5,26.5928006,34.61286,136.16033,9401,2.03E-02,1101
2013,8,1,10,5,26.6209429,34.61905,136.13808,9196,7.68E-02,1101
2013,8,1,10,5,26.6337966,34.62223,136.13164,9459,1.39E+00,1101
2013,8,1,10,5,26.6370233,34.61512,136.13364,8508,9.19E-02,1101
2013,8,1,10,5,26.6383797,34.6224,136.13244,9467,5.39E-02,1101
2013,8,1,10,5,26.6388272,34.62244,136.12928,9329,5.77E-02,1101
2013,8,1,10,5,26.6430788,34.61983,136.12494,10077,1.28E-01,1101
2013,8,1,10,5,26.6452864,34.63037,136.1526,6958,6.75E-01,1101
2013,8,1,10,5,26.6455269,34.62765,136.17419,7312,2.23E-01,1101
2013,8,1,10,5,26.6459967,34.62643,136.17491,7600,1.18E-01,1101
2013,8,1,10,5,26.6520842,34.63401,136.15895,7362,3.24E-01,1101
2013,8,1,10,5,26.6658698,34.60448,136.10916,9713,1.85E-01,1101
2013,8,1,10,5,26.667839,34.61331,136.14455,9079,3.49E-02,1101
2013,8,1,10,5,26.6678763,34.59035,136.1536,7489,6.68E-04,1101
2013,8,1,10,5,26.684706,34.61512,136.13364,8508,9.19E-02,1101
2013,8,1,10,5,33.4483949,34.67318,136.16452,11257,1.88E-01,1102
2013,8,1,10,5,33.4678336,34.67536,136.15705,12092,5.21E-01,1102
2013,8,1,10,5,33.4694466,34.67545,136.15241,11309,9.45E-01,1102
2013,8,1,10,5,33.4697988,34.6743,136.15481,11851,3.53E-01,1102
2013,8,1,10,5,33.4851107,34.67581,136.1391,11769,9.13E-01,1102
2013,8,1,10,5,33.4854077,34.66819,136.1465,7737,2.88E-01,1102
2013,8,1,10,5,33.5699291,34.67372,136.30847,15331,1.55E-01,1102
2013,8,1,10,5,33.5700945,34.67472,136.1629,11630,1.06E-01,1102
2013,8,1,10,5,33.5701453,34.67697,136.16787,10225,5.74E+00,1102
2013,8,1,10,5,33.5705296,34.67906,136.18194,11478,2.20E-02,1102
2013,8,1,10,5,33.5713752,34.66245,136.19601,6839,1.15E-01,1102
2013,8,1,10,5,33.5717033,34.6807,136.18754,10261,1.93E-01,1102
2013,8,1,10,5,33.5808303,34.6773,136.21182,12070,3.58E-02,1102
2013,8,1,10,5,33.5809651,34.66878,136.17202,8809,2.52E-02,1102
2013,8,1,10,5,33.5810479,34.6696,136.16823,11231,1.78E-01,1102
2013,8,1,10,5,33.5811529,34.68626,136.19569,7259,1.04E+00,1102
2013,8,1,10,5,33.5880231,34.67728,136.1773,3945,1.65E-01,1102
2013,8,1,10,5,33.6008788,34.68479,136.13601,8903,3.10E-01,1102
2013,8,1,10,5,36.487017,34.62563,136.17492,4928,2.67E-01,1103
2013,8,1,10,5,36.4873511,34.61805,136.03186,2307,3.56E-02,1103
2013,8,1,10,5,36.487429,34.62506,136.1966,5487,1.15E-01,1103
2013,8,1,10,5,36.4877095,34.62717,136.13928,4343,9.22E-02,1103
2013,8,1,10,5,36.4877927,34.62524,136.1686,5231,7.17E-02,1103
2013,8,1,10,5,36.4879058,34.62925,136.1653,5951,5.88E-02,1103
2013,8,1,10,5,36.4880275,34.63036,136.16737,4647,1.98E-02,1103
2013,8,1,10,5,36.4881706,34.62982,136.15167,3396,2.76E-01,1103
2013,8,1,10,5,36.4882335,34.63018,136.16368,4760,2.47E-02,1103
2013,8,1,10,5,36.4884314,34.62799,136.1798,5891,3.63E-01,1103
2013,8,1,10,5,36.4886021,34.63017,136.1646,4694,6.44E-02,1103
2013,8,1,10,5,36.4887355,34.62992,136.16055,1625,7.98E-01,1103
2013,8,1,10,5,36.4892095,34.62933,136.17122,4274,1.70E+00,1103
2013,8,1,10,5,36.489326,34.63226,136.15335,6408,2.19E-01,1103
2013,8,1,10,5,36.5388094,34.64377,136.16179,5164,1.06E+00,1103
2013,8,1,10,5,36.5411522,34.67663,136.28618,6294,8.00E-03,1103
2013,8,1,10,5,36.5420542,34.67635,136.28484,8855,1.36E-02,1103
2013,8,1,10,5,36.5421645,34.67693,136.27452,8336,2.96E-02,1103
2013,8,1,10,5,36.5432723,34.67685,136.2917,8713,1.81E+00,1103
2013,8,1,10,5,36.5447483,34.67668,136.26847,7538,1.46E-03,1103
2013,8,1,10,5,36.5467727,34.67881,136.28058,7341,2.24E-02,1103
2013,8,1,10,5,36.5469294,34.67833,136.27878,9338,2.09E-03,1103
2013,8,1,10,5,36.5470956,34.67832,136.27884,9344,2.06E-03,1103
2013,8,1,10,5,36.5488273,34.68058,136.29273,9570,1.15E-01,1103
2013,8,1,10,5,36.5493419,34.68029,136.30046,9649,1.41E-02,1103
2013,8,1,10,5,36.5501811,34.67992,136.31616,10494,1.80E-02,1103
2013,8,1,10,5,36.5508658,34.68148,136.28563,11062,5.84E-02,1103
2013,8,1,10,5,36.5510015,34.68189,136.27624,10201,2.28E-02,1103
2013,8,1,10,5,36.5681016,34.6883,136.26387,10849,6.32E-02,1103
2013,8,1,10,5,36.5681704,34.68885,136.27591,11014,5.61E-02,1103
2013,8,1,10,5,36.5744048,34.69165,136.27514,10802,6.62E-02,1103
2013,8,1,10,5,36.5836726,34.69269,136.29923,11722,2.59E-02,1103
2013,8,1,10,5,36.6146526,34.69944,136.26288,11233,2.16E-01,1103
2013,8,1,10,5,36.6332477,34.66429,136.28951,8450,9.93E-01,1103
2013,8,1,10,5,36.6445755,34.65428,136.28867,10235,1.33E+00,1103
2013,8,1,10,5,36.7056247,34.64184,136.25616,11180,1.64E+00,1103
2013,8,1,10,5,36.7079183,34.62819,136.16386,3545,6.53E-01,1103
2013,8,1,10,5,36.7082455,34.6536,136.16998,5001,6.78E-02,1103
2013,8,1,10,5,36.7083193,34.66398,136.09234,5320,5.02E+00,1103
2013,8,1,10,5,36.7084492,34.66421,136.1534,4024,3.60E-01,1103
2013,8,1,10,5,36.7084963,34.6296,136.1383,4166,1.38E+00,1103
2013,8,1,10,5,36.7224652,34.63834,136.23285,11530,2.17E-01,1103
2013,8,1,10,5,36.7234113,34.63792,136.20981,11696,3.90E-02,1103
2013,8,1,10,5,36.7371161,34.67927,136.2844,4597,9.48E-03,1103
2013,8,1,10,5,36.7371515,34.67659,136.28994,7706,3.96E+00,1103
2013,8,1,10,5,36.7374858,34.67898,136.29973,7029,4.38E-02,1103
2013,8,1,10,5,36.7380163,34.64248,136.2054,11549,1.28E-03,1103
2013,8,1,10,5,36.7411935,34.6408,136.21968,12435,3.06E-02,1103
2013,8,1,10,5,36.7488752,34.68273,136.33657,6845,6.43E-01,1103
2013,8,1,10,5,36.749511,34.67669,136.3002,5412,2.04E+00,1103
2013,8,1,10,5,36.8049884,34.64217,136.17711,2219,2.39E-01,1103
2013,8,1,10,5,36.8065644,34.62795,136.19685,7870,2.18E-02,1103
2013,8,1,10,5,36.8066132,34.63448,136.21083,8637,3.85E-02,1103
2013,8,1,10,5,36.8067348,34.62308,136.19219,9368,1.72E-02,1103
2013,8,1,10,5,36.8069997,34.63697,136.18799,7294,2.14E+00,1103
2013,8,1,10,5,36.8129592,34.70023,136.26309,10738,2.33E-01,1103
2013,8,1,10,5,36.8135207,34.67605,136.26518,7962,3.59E+00,1103
2013,8,1,10,5,36.8139386,34.64522,136.26529,6661,2.43E-01,1103
2013,8,1,10,5,36.8141254,34.64989,136.23829,7557,2.38E-02,1103
2013,8,1,10,5,36.8179818,34.69912,136.21571,5838,2.73E-02,1103
2013,8,1,10,5,36.8206369,34.70117,136.24579,9243,3.34E-02,1103
2013,8,1,10,5,36.8244961,34.67544,136.27375,6344,5.82E-01,1103
2013,8,1,10,5,36.8518069,34.64972,136.23012,7475,1.05E-02,1103
2013,8,1,10,5,36.871061,34.64,136.20401,5414,1.38E-01,1103
2013,8,1,10,5,37.9781073,34.74388,135.61794,6398,9.60E-01,1104
2013,8,1,10,5,37.9781651,34.7429,135.61767,5819,3.22E-01,1104
2013,8,1,10,5,37.9782091,34.74403,135.6179,6690,4.87E-03,1104
2013,8,1,10,5,37.9783077,34.74443,135.61874,6302,3.63E-03,1104
2013,8,1,10,5,37.9783838,34.74337,135.61701,6880,5.47E-03,1104
2013,8,1,10,5,37.9790542,34.74409,135.61886,6841,1.40E-02,1104
2013,8,1,10,5,37.9791627,34.74082,135.63873,15217,2.87E-01,1104
2013,8,1,10,5,37.9795582,34.74401,135.62072,7446,4.46E-01,1104
2013,8,1,10,5,37.9798983,34.74553,135.62452,7683,8.87E-03,1104
2013,8,1,10,5,37.9801421,34.74599,135.62568,7286,5.08E-02,1104
2013,8,1,10,5,37.9810587,34.74612,135.62848,8051,1.79E-02,1104
2013,8,1,10,5,37.9811283,34.74666,135.63449,10066,4.39E-01,1104
2013,8,1,10,5,37.9815142,34.74547,135.63029,7406,2.51E-01,1104
2013,8,1,10,5,37.9816991,34.7478,135.6328,8025,4.01E-02,1104
2013,8,1,10,5,37.9819517,34.7471,135.63296,7885,1.82E-02,1104
2013,8,1,10,5,37.9830379,34.74579,135.63559,7799,1.34E+00,1104
2013,8,1,10,5,37.9836704,34.75087,135.63617,8926,1.59E+00,1104
2013,8,1,10,5,37.9841612,34.74648,135.63744,7383,1.65E-01,1104
2013,8,1,10,5,37.984606,34.73687,135.64279,3441,8.39E-01,1104
2013,8,1,10,5,37.9850581,34.75199,135.63661,8665,1.95E-02,1104
2013,8,1,10,5,37.9864486,34.75369,135.64899,12232,2.50E+00,1104
2013,8,1,10,5,37.9866974,34.74224,135.63593,4956,5.85E-01,1104
2013,8,1,10,5,37.9871158,34.74657,135.64467,7987,2.90E-02,1104
2013,8,1,10,5,37.9879945,34.7467,135.62995,7570,3.61E-02,1104
2013,8,1,10,5,37.9880534,34.73895,135.63343,7874,1.90E-01,1104
2013,8,1,10,5,37.9887678,34.74195,135.64086,7136,3.74E-02,1104
2013,8,1,10,5,37.9897562,34.74678,135.64812,8963,6.87E-01,1104
2013,8,1,10,5,37.9903466,34.73727,135.62828,7586,3.53E-01,1104
2013,8,1,10,5,37.9911519,34.74254,135.64254,7995,4.51E-02,1104
2013,8,1,10,5,37.9914936,34.74518,135.64856,8573,2.56E-02,1104
2013,8,1,10,5,37.9915669,34.74346,135.64697,7774,4.97E-02,1104
2013,8,1,10,5,37.992075,34.73582,135.62735,7479,8.12E-02,1104
2013,8,1,10,5,37.9924184,34.74187,135.64149,8306,1.39E-02,1104
2013,8,1,10,5,37.99269,34.73624,135.62688,7435,1.26E+00,1104
2013,8,1,10,5,37.9930689,34.74004,135.6399,7675,3.53E-01,1104
2013,8,1,10,5,37.9938665,34.73885,135.64064,7718,4.55E-01,1104
2013,8,1,10,5,37.9940774,34.739,135.6417,8543,5.43E-01,1104
2013,8,1,10,5,37.9949102,34.74477,135.65186,8565,2.33E-03,1104
2013,8,1,10,5,37.995834,34.73615,135.62555,7450,3.22E-03,1104
2013,8,1,10,5,37.996202,34.73775,135.64312,8636,1.42E-01,1104
2013,8,1,10,5,37.9963408,34.73692,135.64411,9198,1.00E+00,1104
2013,8,1,10,5,37.9978543,34.74331,135.64909,8053,1.19E-01,1104
2013,8,1,10,5,38.0012933,34.74192,135.65239,9800,5.49E-01,1104
2013,8,1,10,5,38.0036961,34.73506,135.61925,6680,3.51E-01,1104
2013,8,1,10,5,38.0039573,34.72698,135.62197,6779,2.65E-01,1104
2013,8,1,10,5,38.0052814,34.73778,135.61723,6573,5.23E-01,1104
2013,8,1,10,5,38.0063609,34.74966,135.62904,7415,4.41E-02,1104
2013,8,1,10,5,38.0081964,34.74342,135.65275,9069,7.20E-03,1104
2013,8,1,10,5,38.008635,34.73912,135.61343,6562,5.28E-02,1104
2013,8,1,10,5,38.0087523,34.72441,135.62691,9012,1.35E+00,1104
2013,8,1,10,5,38.0096469,34.75089,135.6297,7338,2.95E-03,1104
2013,8,1,10,5,38.0103511,34.72435,135.61365,5218,1.29E-01,1104
2013,8,1,10,5,38.0107654,34.73973,135.61308,7307,1.00E+00,1104
2013,8,1,10,5,38.0122527,34.73727,135.65406,10338,3.06E+00,1104
2013,8,1,10,5,38.0133749,34.74271,135.61206,7675,2.21E-01,1104
2013,8,1,10,5,38.0135655,34.75549,135.62981,8044,1.32E-01,1104
2013,8,1,10,5,38.0137895,34.72614,135.63137,7434,3.58E-02,1104
2013,8,1,10,5,38.0143455,34.75408,135.6285,7397,3.08E-01,1104
2013,8,1,10,5,38.0145087,34.73777,135.6092,6851,5.07E-02,1104
2013,8,1,10,5,38.0147638,34.72698,135.63176,7649,3.76E-02,1104
2013,8,1,10,5,38.0162093,34.74413,135.64915,9071,1.32E-01,1104
2013,8,1,10,5,38.0165295,34.7438,135.65356,8827,9.71E-03,1104
2013,8,1,10,5,38.0189558,34.76353,135.63921,6210,7.72E-02,1104
2013,8,1,10,5,38.0194988,34.76038,135.63979,7779,1.41E+00,1104
2013,8,1,10,5,38.0205847,34.74529,135.65629,8902,2.29E-01,1104
2013,8,1,10,5,38.0215422,34.7615,135.64111,7721,5.72E+00,1104
2013,8,1,10,5,38.0225467,34.74666,135.65876,8686,1.20E-01,1104
2013,8,1,10,5,38.0227019,34.74504,135.65795,8578,3.00E-01,1104
2013,8,1,10,5,38.0227961,34.74027,135.65867,9133,2.46E-01,1104
2013,8,1,10,5,38.0228973,34.751,135.63652,7004,5.36E-02,1104
2013,8,1,10,5,38.0232592,34.76692,135.643,11051,4.86E+00,1104
2013,8,1,10,5,38.0235132,34.7584,135.63604,5935,2.49E-01,1104
2013,8,1,10,5,38.0247235,34.76029,135.64349,7528,2.44E+00,1104
2013,8,1,10,5,38.0249193,34.7596,135.64382,7597,1.52E-01,1104
2013,8,1,10,5,38.0252234,34.7619,135.63961,6972,8.06E-02,1104
2013,8,1,10,5,38.0253774,34.76049,135.64521,7459,1.62E-03,1104
2013,8,1,10,5,38.0263316,34.74568,135.66194,8101,1.01E+00,1104
2013,8,1,10,5,38.0263813,34.76057,135.64519,7374,1.72E-02,1104
2013,8,1,10,5,38.0267561,34.76131,135.64691,7231,1.63E-01,1104
2013,8,1,10,5,38.0273814,34.74949,135.66168,8146,2.46E-01,1104
2013,8,1,10,5,38.0274347,34.76147,135.64673,7183,3.52E-01,1104
2013,8,1,10,5,38.0278458,34.75975,135.64668,6703,1.42E-02,1104
2013,8,1,10,5,38.0280774,34.75532,135.64389,6903,1.15E+00,1104
2013,8,1,10,5,38.0281165,34.7645,135.65013,8139,2.35E+00,1104
2013,8,1,10,5,38.0294283,34.75842,135.64483,2924,3.28E+00,1104
